review,rate
safe often play like milquetoast movie of week blow up big screen,0
like skip but film buff should get know,1
narrative discipline,1
samuel jackson,1
film reason,1
old saying because true,1
take year old boy see picture,1
aim poetry end up sound like satire,0
come close level of intelligence visual splendor can see other film,0
embrace monty,1
hokey,0
assault on america knee jerk moral sanctimony,0
hardly fun watch,0
get catch up thrill of company astonishing growth,1
on par with first one,1
moody ooze chilling heart warm once,1
accuracy of observation work of director frank novak keep film ground undeniable social realism,1
right place plea democracy civic action laudable,1
above most of ilk,1
with spy kid island of lose dream however robert rodriguez adorn family film plot with elegance maturity even most contemporary adult movie lack,1
kevin kline who unfortunately work with two star script,0
change watch such character especially when render flat,0
do not think so,0
devotee of star trek wrath of khan will feel nagging sense of deja grandeur of good next generation episode lack,0
always joy watch even when material not first rate,1
great see turd squash under truck preferably semi,0
bile irony,0
faulty premise,0
haphazardness,0
plot grow thin soon,0
beloved major,1
no mean great movie but refreshingly forthright one,1
cross over mumbo jumbo,0
virtually unwatchable,0
premise smart but,1
amuse entertain unfolding of bielinsky cleverly construct scenario greatly impressed skill of actor involve enterprise,1
who seem bind determined duplicate bela lugosi now cliched vampire accent,0
light hearted,1
heavy with flabby roll of typical toback machination,0
show good time,1
pitiful slapdash disaster,0
one of year good,1
even witty,1
fierce dance,1
cripple,0
piece of crap,0
lady duke surprisingly manage never grow boring which prove rohmer still have sense of audience,1
most wondrous love story year great film,1
story about young chinese woman who have come new york city replace past tragedy with american dream,1
particularly impressive,1
process come out look like something wholly original,1
submerge,1
nearly fresh enjoyable,1
miserable smug,0
great pleasure,1
unfold predictably adventure happen along way seem repetitive design fill time provide no real sense of suspense,0
fascinating dark thriller,1
more of same taiwanese auteur tsai ming liang which good news anyone who fall under sweet melancholy spell of unique director previous film,1
down reality drain,0
only way tolerate insipid brutally clueless film might with large dose of painkiller,0
historic scandal,0
steep mystery ravishing baroque beauty,1
cool stuff pack into espn ultimate,1
idea of middle aged romance not handle well except fine star performance,0
lamentation pretty much self center,0
pretty decent kid pleasing,1
of classic romantic comedy which aspire,1
bigelow demonstrate breadth of vision attention detail propel into upper echelon of direct world,1
refreshingly unhibited enthusiasm people spite of clearly evident poverty hardship bring music,1
would not have take protagonist full hour determine order kill zombie must shoot head,0
give pretty good overall picture of situation laramie follow murder of matthew shepard,1
fine line cheese earnestness remarkably well,1
documentary fail live up offer new insight into choose topic,0
serious movie goer embark upon journey,1
insistent repetitive,0
nausea,0
of survival wrap heart pound suspense of stylish psychological thriller,1
no art,0
seem exist only climactic setpiece,0
more silly scary,0
funny,1
execution skill,1
coherent well shot tartly,1
wish home watch movie instead of theater watch one,0
no point extract bare bone of byatt plot purpose of bland hollywood romance,0
underdeveloped,0
joke flat,0
heartening tale of small victory,1
suspense intriguing character bizarre bank robbery,1
gritty police thriller with dysfunctional family dynamic one could wish,1
with wonderful ensemble cast of character bring routine day day struggle of work class life,1
nonetheless appreciate art reveal music scene transcend culture race,1
do really need tiger beat version,0
disadvantage of also look cheap,0
churn out one mediocre movie after another,0
once folk start hang out barbershop never want leave,1
movie phlegmatic bore so tedious make silly spy spy film sum of fear star ben affleck seem downright hitchcockian,0
cheapo animation like saturday morning complex sword sorcery plot character who have big round eye japanese name,0
sexual romantic,1
what begin brightly,1
just fall apart,0
despite dry wit compassion film suffer philosophical emptiness maddeningly sedate pacing,0
every top notch british actor,1
awful,0
deft sense of humor about playful spirit game cast,1
will nevertheless find move,1
great,1
like horrible terrible,0
provide intense experience,1
off put,0
get bogge down over minute,0
nicholas nickleby find reduce circumstance also like hero remain brightly optimistic come through end,1
pack of dog who smart,0
very funny heartwarming film,1
with such provocative material,1
film big problem,0
with dysfunctional family dynamic one could wish,1
stylish,1
lose politic social observation become just another situation romance about couple of sap stick inarticulate screenplay,0
